"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"2:486",4,605,52,413,401308,215,2,5,1,1,406,3,1991,25,2,2,3,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,3,1,2,4,4,4,4,4,2,6,2,NA,2,2,2,NA,1,1,0,0,3,3,2,1,4,2,5,4,5,5,5,6,5,7,6,5,5,6,6,5,4,4,6,5,5,6,6,7,6,7,6,NA,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,5,5,7,5,4,4,6,3,1,10,10,10,10,10,10,10,10,1,1,0,0,0,0,NA,0,0,0,1,1,3,2,2,2,0,2,1,2,1,2,3,4,NA,1,2,2,12,2,3,1,4,5,NA,1,2,4,3,5,5,3,2,2,2,2,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,2,1,3,4,4,2,2017,"2016-10-30",3,1
"2:487",4,702,65,422,402205,228,2,5,1,1,409,3,1976,40,1,1,5,NA,3,1,2,NA,3,NA,NA,NA,NA,NA,NA,4,2,3,4,1,NA,4,2,1,5,2,NA,1,NA,2,NA,2,2,NA,0,3,1,2,2,4,1,5,6,5,6,7,5,5,7,5,6,4,7,1,6,6,7,5,6,5,3,5,6,7,6,4,2,NA,1,1,1,3,3,1,3,1,3,3,1,1,2,3,3,2,2,3,5,6,4,2,2,7,2,2,8,4,7,5,6,6,5,4,1,1,0,0,0,0,0,NA,NA,NA,0,1,2,2,2,2,0,3,1,2,2,2,2,11,1,NA,2,2,6,1,1,1,1,1,4,2,1,3,3,1,3,1,0,2,5,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,3,1,5,4,4,1,2017,"2016-10-22",2,2
"2:488",4,477,62,421,402107,26,2,5,1,1,409,3,1990,26,2,2,1,3,2,1,2,NA,2,1,1,2,1,2,2,4,3,2,4,4,4,4,4,3,7,2,NA,2,1,2,NA,2,1,1,0,5,2,3,3,4,3,6,7,1,1,3,4,1,7,7,7,5,1,5,3,1,7,3,1,3,2,1,1,1,7,5,7,3,1,3,3,4,2,3,3,3,3,3,3,5,3,3,3,2,4,2,3,5,3,1,3,7,3,2,3,2,7,8,10,8,4,1,1,2,0,0,0,0,NA,NA,0,0,0,2,NA,2,2,2,0,4,1,1,2,3,1,4,NA,NA,2,2,12,0,2,3,1,5,NA,1,1,3,1,5,5,3,2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,6,2,3,4,4,2,2017,"2016-10-24",1,1
"2:489",4,785,24,404,400406,122,2,5,1,1,403,2,1991,25,1,3,27,3,2,2,1,0,2,2,NA,NA,NA,NA,NA,3,4,4,2,3,NA,4,3,1,10,2,1,NA,2,1,2,1,1,1,1,3,4,2,1,1,3,5,2,1,1,1,3,1,7,4,2,4,2,2,1,1,5,3,2,2,3,2,1,1,2,1,5,3,3,3,4,3,3,3,3,3,3,3,3,2,2,5,2,4,4,3,5,6,7,3,6,2,3,1,9,8,7,7,8,6,5,8,1,1,0,0,0,NA,0,NA,NA,NA,1,1,3,1,1,1,0,3,1,1,1,3,3,2,NA,3,2,2,6,NA,5,3,NA,1,4,2,1,3,2,3,5,1,3,2,5,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,5,2,4,4,4,1,2017,"2016-11-06",1,1
"2:490",4,950,55,418,401801,135,2,5,1,1,407,2,1983,33,1,1,5,2,1,2,2,NA,3,2,NA,NA,NA,NA,NA,3,2,1,4,3,NA,3,4,3,10,2,NA,2,2,1,1,2,1,1,1,5,3,3,2,3,3,3,5,3,5,6,3,2,7,6,4,2,4,7,2,5,2,6,4,4,5,3,6,6,5,3,3,3,3,4,4,2,2,2,3,2,3,3,4,3,3,3,3,3,3,5,3,6,6,4,4,7,2,1,7,1,10,8,7,6,5,2,1,2,1,0,0,NA,0,NA,0,0,0,2,NA,2,1,2,0,3,1,1,1,2,4,4,NA,3,2,1,6,2,2,1,1,1,3,2,2,1,1,2,4,2,3,1,2,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,5,4,4,1,2017,"2016-10-30",3,3
"2:491",4,1552,39,407,400703,248,2,5,1,1,404,1,1957,59,1,1,3,3,3,2,1,0,4,2,NA,NA,NA,NA,NA,4,1,4,2,4,NA,4,2,2,NA,1,NA,2,2,2,NA,1,1,1,1,4,4,3,3,3,4,4,1,3,1,5,3,1,7,2,4,1,7,7,1,4,5,7,1,1,4,6,5,2,7,1,2,2,2,3,4,4,4,3,3,3,3,3,4,2,3,2,3,2,3,5,7,7,4,5,7,7,3,1,8,3,10,1,10,5,2,1,1,1,1,0,1,NA,NA,NA,0,1,0,1,2,1,2,2,1,1,1,2,1,4,1,2,3,1,2,2,6,1,1,1,1,3,NA,1,1,3,3,3,6,2,4,2,5,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,4,2,5,4,4,1,2017,"2016-11-04",1,1
"2:492",4,1330,48,411,401101,190,2,5,1,1,406,3,1958,58,2,4,3,2,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,4,3,NA,2,1,NA,2,2,NA,2,1,0,0,1,1,3,3,4,4,3,5,2,2,7,4,2,7,6,3,5,1,7,2,1,2,7,3,1,3,2,6,7,5,4,1,NA,3,NA,3,3,2,3,3,NA,NA,NA,4,3,3,3,2,2,2,NA,3,5,5,3,2,7,2,2,10,3,8,4,9,3,3,3,1,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,2,2,0,4,1,1,2,4,NA,13,NA,NA,2,2,6,0,1,1,3,5,NA,2,2,2,2,2,6,0,3,2,5,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,4,2,4,4,4,2,2017,"2016-11-12",1,1
"2:493",4,207,35,407,400701,259,2,5,1,1,404,2,1954,62,1,1,1,3,2,2,1,0,5,2,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,2,3,7,2,NA,2,2,2,NA,2,2,0,0,5,2,3,1,3,4,2,NA,1,1,NA,2,2,7,5,4,3,6,7,5,7,3,6,1,5,6,4,6,7,3,5,5,3,3,3,4,3,2,3,3,2,2,4,3,3,4,3,3,3,NA,3,3,1,2,6,1,7,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,NA,0,NA,NA,0,0,1,3,1,2,2,0,3,1,1,1,3,NA,2,NA,3,2,2,3,0,1,1,5,1,4,1,2,3,2,2,11,4,10,2,NA,1,1,0,1,1,0,0,0,1,1,0,1,0,NA,0,2,4,2,4,4,4,1,2017,"2016-11-19",3,1
"2:494",4,750,11,402,400208,47,2,5,1,1,402,3,1954,62,2,2,5,3,3,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,4,3,4,4,2,2,10,2,1,NA,2,2,NA,2,2,0,0,1,2,3,2,4,2,7,7,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,5,6,7,6,6,7,7,1,6,6,4,2,2,2,2,2,2,2,2,2,4,2,2,NA,NA,2,2,2,4,NA,7,7,1,6,7,NA,2,NA,1,10,1,1,1,1,1,1,NA,0,0,0,NA,NA,NA,NA,0,1,2,NA,2,2,2,0,4,1,1,2,4,4,4,NA,NA,2,2,0,0,1,2,3,5,NA,2,2,4,2,2,4,1,11,1,5,2,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,3,2,5,4,4,2,2017,"2016-10-25",1,1
"2:495",4,877,21,404,400402,79,2,5,1,1,403,1,1966,50,1,1,59,3,2,2,1,0,4,2,NA,NA,NA,NA,NA,3,4,4,4,4,NA,4,4,1,NA,2,NA,2,NA,2,NA,2,2,0,0,6,1,3,3,4,NA,1,NA,NA,7,1,1,1,7,1,1,2,1,1,1,7,6,1,1,2,3,1,3,1,NA,4,2,NA,NA,NA,4,4,4,4,NA,NA,4,NA,NA,2,3,3,4,4,4,6,NA,7,5,7,2,6,NA,1,1,1,1,NA,NA,NA,NA,1,5,2,0,0,0,0,0,NA,NA,NA,0,2,NA,NA,NA,NA,0,4,1,2,2,4,1,13,NA,NA,2,2,0,0,5,4,NA,1,4,1,2,4,3,3,4,1,7,2,5,1,1,0,1,2,0,0,0,1,0,0,0,1,0,0,1,4,2,4,4,4,1,2017,"2016-10-27",1,1
"2:496",4,363,50,412,401203,197,2,5,1,1,406,3,1993,23,2,1,5,3,1,2,2,NA,2,1,1,1,2,1,1,4,2,4,4,4,4,4,4,2,NA,2,2,NA,2,2,NA,2,2,0,0,1,1,3,3,4,3,3,6,3,4,4,3,3,7,5,4,5,2,7,1,1,7,4,4,4,5,4,4,3,NA,3,1,3,3,NA,3,3,NA,3,3,1,3,NA,3,2,2,NA,3,2,1,1,NA,7,NA,2,4,4,3,2,2,2,1,1,2,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,2,NA,2,2,2,0,4,1,1,2,4,1,2,NA,4,2,2,14,8,1,1,3,5,NA,1,2,2,2,2,2,0,0,2,2,1,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1,2,1,3,4,4,2,2017,"2016-11-09",1,1
"2:497",4,1012,54,413,401310,223,2,5,1,1,406,3,1965,51,1,1,5,3,3,1,2,NA,3,1,1,1,1,1,1,3,4,4,3,3,NA,4,3,1,9,2,2,NA,2,2,NA,2,2,0,0,2,1,2,2,4,4,3,5,3,6,2,4,7,7,4,3,5,4,3,5,7,7,4,5,3,2,1,3,2,5,4,7,1,3,3,3,1,3,3,3,1,3,4,3,2,4,4,2,2,2,2,2,4,2,5,3,5,2,2,3,4,3,2,3,3,4,2,1,1,0,0,0,0,0,NA,NA,0,0,2,NA,2,2,2,1,3,1,1,1,1,2,4,3,3,2,2,6,1,3,1,3,1,4,2,2,3,2,2,5,1,3,1,5,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,3,2,5,4,4,1,2017,"2016-10-27",1,1
"2:498",4,989,34,406,400604,39,2,5,1,1,404,2,1997,19,2,1,57,3,1,2,2,NA,3,1,2,2,2,1,2,4,4,3,1,4,4,4,4,2,10,2,1,NA,1,2,NA,2,1,1,0,1,4,3,1,4,1,1,1,1,1,1,1,1,7,1,1,7,7,7,1,1,7,7,1,1,7,7,7,7,1,1,7,1,1,1,2,1,1,1,2,1,1,2,2,5,5,3,1,4,1,4,1,7,1,1,1,7,1,2,10,10,10,10,1,10,10,1,1,1,0,0,0,0,NA,NA,NA,NA,1,1,3,1,2,1,1,4,1,2,2,4,1,4,NA,NA,2,2,6,1,1,1,1,7,NA,2,1,1,1,3,5,1,1,1,4,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,NA,4,1,5,4,4,2,2017,"2016-11-06",1,1
"2:499",4,550,47,410,400907,180,2,5,1,1,406,2,1969,47,1,2,5,2,2,1,1,1,2,1,1,2,2,1,NA,2,1,2,2,4,NA,4,2,3,8,2,NA,2,2,2,NA,2,1,0,1,2,3,2,2,3,3,5,5,4,5,3,5,4,7,6,5,5,6,4,3,4,5,6,5,5,5,6,5,5,5,4,4,2,3,2,3,2,2,2,2,2,3,3,3,2,5,2,3,3,3,4,6,5,4,4,4,6,3,1,6,2,7,6,8,6,5,4,1,1,1,0,0,0,0,NA,NA,0,0,1,1,2,2,2,1,1,1,2,1,3,NA,4,NA,1,2,2,6,0,2,1,1,5,NA,2,2,3,2,3,3,0,3,2,5,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,3,1,3,4,4,1,2017,"2016-11-14",1,1
"2:500",4,944,40,407,400704,250,2,5,1,1,404,3,1998,18,1,1,5,3,3,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,2,4,3,NA,4,4,1,7,2,NA,2,2,1,1,2,1,0,1,4,4,3,1,1,3,2,5,4,2,6,4,5,6,7,5,3,6,7,6,5,6,5,2,6,4,5,7,5,5,5,5,1,3,3,2,3,1,3,3,2,2,2,4,2,3,3,4,2,4,3,5,7,5,1,7,7,4,2,10,9,5,7,8,7,6,8,8,2,1,0,0,0,NA,NA,NA,NA,1,1,3,1,2,1,0,2,3,2,1,1,1,2,NA,1,2,2,10,2,1,1,5,4,NA,1,1,2,2,1,4,2,0,2,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,4,2,4,4,4,1,2017,"2016-11-17",1,1
"2:501",4,11,49,411,401105,194,2,5,1,1,406,3,1989,27,2,1,1,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,3,2,4,4,4,4,4,4,7,2,2,NA,2,2,NA,1,2,0,0,4,3,2,2,2,1,3,1,2,2,1,1,1,7,2,2,3,7,4,1,1,1,1,1,3,3,2,4,5,3,2,4,3,3,4,3,3,1,3,3,3,3,1,3,1,2,2,2,2,2,5,3,4,2,1,3,5,2,2,2,4,2,4,7,5,2,2,4,1,0,0,0,NA,NA,NA,0,NA,1,2,NA,1,2,2,0,4,1,1,2,4,2,2,NA,NA,1,2,8,1,5,1,1,5,NA,1,1,1,2,3,7,4,2,2,5,5,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,2,1,3,4,4,2,2017,"2016-11-11",1,1
"2:502",4,647,47,410,400907,180,2,5,1,1,406,2,1959,57,2,2,3,3,2,2,1,0,2,1,1,1,1,2,2,3,1,2,4,4,2,4,2,1,8,2,NA,2,2,1,1,2,2,0,0,5,3,2,2,3,1,2,1,2,2,3,2,2,7,4,3,2,7,2,2,3,5,5,2,4,5,4,3,4,4,3,2,3,3,4,3,3,3,3,NA,2,NA,3,3,2,3,NA,3,3,4,5,1,5,6,1,2,6,4,1,9,2,1,8,9,10,8,8,1,1,1,0,0,0,1,NA,0,0,1,1,3,NA,2,2,0,1,1,1,2,3,3,4,NA,2,2,2,4,0,2,1,1,5,NA,1,2,3,1,2,7,3,6,1,5,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,5,2,4,4,4,2,2017,"2016-11-14",1,1
"2:503",4,841,7,401,400108,166,2,5,1,1,401,3,1964,52,1,1,5,1,2,1,2,NA,2,1,1,1,2,1,NA,4,3,2,NA,4,NA,4,4,3,NA,2,NA,2,2,2,NA,2,1,1,0,3,4,3,3,3,NA,7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2,1,1,7,7,7,5,1,4,NA,NA,4,3,4,3,4,4,4,4,3,4,3,3,2,3,NA,7,7,6,5,4,7,4,2,10,10,10,10,10,2,3,5,8,1,0,0,0,0,0,NA,NA,NA,0,1,3,2,1,2,0,1,1,1,1,3,NA,12,NA,1,2,2,0,1,2,1,1,2,4,2,2,4,2,2,3,1,3,2,5,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,7,2,3,4,4,1,2017,"2016-11-01",1,1
"2:504",4,804,45,409,400906,66,2,5,1,1,406,3,1975,41,1,2,5,3,3,2,2,NA,2,1,1,1,2,1,2,3,4,4,4,4,NA,4,4,1,10,2,NA,2,2,2,NA,2,1,0,0,1,1,3,3,4,1,3,7,7,5,5,1,1,7,5,4,7,7,4,4,7,7,7,7,5,5,6,6,7,5,5,NA,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,1,2,2,7,7,7,1,7,7,2,2,1,1,1,1,10,1,NA,1,1,1,0,0,0,NA,0,NA,NA,0,0,1,1,1,2,2,0,4,1,1,1,4,3,1,NA,NA,2,2,2,1,2,1,1,1,4,2,2,1,2,2,5,1,3,2,4,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,4,2,5,4,4,1,2017,"2016-11-07",3,1
"2:505",4,851,23,404,400405,95,2,5,1,1,403,2,1987,29,1,2,3,1,1,2,2,NA,2,2,NA,NA,NA,NA,NA,4,4,3,4,4,NA,2,4,4,5,2,1,NA,1,2,NA,2,2,1,1,3,3,3,3,1,2,6,1,5,2,7,1,7,7,7,7,1,7,7,1,7,1,7,1,7,7,7,1,7,7,7,7,4,2,2,4,4,2,2,4,2,2,4,4,1,1,2,3,2,2,4,1,1,7,7,7,7,3,1,1,10,10,10,1,1,1,1,1,2,1,0,0,0,0,NA,NA,NA,1,2,NA,1,1,2,0,1,1,2,2,4,2,4,2,1,2,2,8,NA,4,1,1,1,2,2,1,4,1,5,1,0,2,2,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,2,5,2,5,4,4,1,2017,"2016-10-31",1,3
"2:506",4,904,48,411,401101,190,2,5,1,1,406,3,1963,53,1,1,5,1,2,2,2,NA,3,1,1,1,NA,1,1,4,1,2,3,3,NA,4,4,1,8,2,NA,2,1,2,NA,2,1,0,0,1,1,3,3,4,1,5,5,4,6,6,5,5,7,7,5,6,7,7,6,6,7,7,5,6,5,5,4,4,7,6,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,6,6,5,6,6,6,3,2,5,2,7,6,5,6,6,5,2,1,0,0,0,0,0,NA,NA,0,0,2,NA,2,2,1,0,4,1,1,1,3,2,14,NA,1,1,1,5,1,1,1,3,1,4,2,2,2,1,3,7,2,5,2,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,6,2,5,4,4,1,2017,"2016-11-12",2,1
"2:507",4,47,24,404,400406,122,2,5,1,1,403,2,1986,30,2,2,5,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,3,4,2,4,4,4,4,4,2,NA,2,2,NA,2,2,NA,2,2,1,1,5,3,3,2,4,4,1,5,1,4,4,2,3,6,3,2,3,4,4,2,3,4,4,3,3,4,2,2,3,2,4,NA,3,3,3,4,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,5,7,7,5,7,4,NA,10,9,5,7,7,4,5,2,1,1,0,0,0,0,NA,NA,0,1,0,2,NA,2,2,2,0,3,1,1,2,3,1,7,2,1,2,2,12,1,5,NA,5,5,NA,2,2,2,2,2,4,2,2,1,4,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,2,2,4,4,4,2,2017,"2016-11-06",2,1
"2:508",4,457,63,421,402108,29,2,5,1,1,409,3,1996,20,1,1,27,2,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,3,2,4,NA,4,3,2,7,2,NA,1,NA,2,NA,1,2,0,0,4,3,3,2,3,2,NA,5,4,5,NA,4,NA,7,4,3,3,5,7,2,5,1,5,3,NA,NA,NA,4,5,7,6,NA,2,2,NA,2,2,1,NA,NA,4,NA,NA,2,2,3,NA,3,2,4,5,NA,6,7,2,3,7,NA,2,4,1,1,3,4,1,5,1,1,1,0,0,0,NA,NA,NA,NA,NA,1,1,2,1,2,2,0,2,1,2,2,3,1,4,NA,NA,2,2,8,1,1,1,1,5,NA,1,2,2,2,1,3,0,0,1,3,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,2,1,5,4,4,1,2017,"2016-10-19",1,1
"2:509",4,772,12,402,400209,51,2,5,1,1,402,3,1972,44,2,1,5,3,2,2,1,0,3,1,1,1,2,1,2,4,1,2,3,4,4,4,4,2,9,2,2,NA,1,2,NA,1,2,1,0,3,4,3,3,3,1,1,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,7,7,7,7,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,2,7,7,1,7,7,1,3,2,10,1,10,10,1,1,10,1,1,1,0,0,0,NA,NA,NA,NA,1,0,2,NA,2,2,2,0,1,1,1,1,1,2,4,2,1,2,2,1,0,1,1,1,5,NA,2,2,4,2,2,5,1,5,1,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,4,2,4,4,4,2,2017,"2016-10-21",1,1
"2:510",4,1323,22,404,400403,92,2,5,1,1,403,2,1947,69,2,1,4,3,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,2,5,2,2,NA,2,1,1,2,2,1,1,1,3,1,1,2,1,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,5,2,2,3,2,2,NA,2,NA,3,NA,4,NA,3,3,NA,2,2,3,6,7,7,7,7,7,7,3,1,10,10,1,10,10,10,10,5,1,1,0,0,0,NA,NA,1,1,NA,1,1,NA,NA,2,2,1,NA,1,2,2,3,NA,NA,NA,1,2,2,6,0,NA,1,1,5,NA,1,2,3,3,4,1,0,6,4,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,9,1,4,4,4,2,2017,"2016-11-01",NA,NA
"2:511",4,1373,45,409,400906,66,2,5,1,1,406,3,1991,25,1,1,1,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,4,3,6,2,NA,1,2,1,1,2,1,1,0,1,4,3,3,4,3,3,4,3,6,4,5,4,7,7,5,4,6,7,4,6,5,6,4,6,4,4,5,3,7,4,4,1,1,2,3,2,2,3,1,2,3,3,2,2,3,3,3,2,2,2,4,5,4,5,3,6,2,1,5,4,4,6,5,4,5,6,5,1,1,0,0,NA,0,NA,0,NA,0,1,2,2,2,2,0,2,1,1,2,4,2,10,1,2,1,2,6,1,2,1,3,1,4,2,1,2,2,1,4,1,0,3,1,2,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2,4,2,4,4,4,1,2017,"2016-11-07",1,2
"2:512",4,664,45,409,400906,68,2,5,1,1,406,3,1950,66,2,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,4,2,NA,2,2,NA,2,2,NA,2,2,0,0,NA,3,3,2,NA,1,NA,7,5,4,1,NA,3,7,6,3,5,7,1,1,4,5,4,6,5,4,3,NA,4,4,1,NA,3,2,2,NA,2,2,NA,NA,2,2,NA,3,2,NA,4,3,2,2,3,7,7,7,5,1,7,3,1,1,10,1,1,1,NA,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,2,NA,NA,2,2,0,3,1,1,2,4,1,2,NA,NA,2,2,6,0,1,1,1,5,NA,1,2,2,2,1,5,0,1,2,5,4,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,4,2,5,4,4,2,2017,"2016-11-07",2,1
"2:513",4,130,32,405,400505,2,2,5,1,1,404,3,1970,46,1,2,5,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,NA,4,4,2,7,2,NA,1,2,2,NA,2,1,0,0,1,3,3,2,4,4,2,7,4,4,5,1,5,7,5,5,3,2,7,5,7,5,5,3,5,2,3,5,3,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,5,7,5,1,7,7,3,1,7,1,7,4,7,7,7,10,1,1,0,0,0,NA,0,NA,NA,0,0,2,NA,2,2,1,0,3,1,2,1,1,2,4,NA,1,2,2,8,0,3,1,1,1,2,1,2,3,2,2,3,1,4,2,2,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,3,1,5,4,4,1,2017,"2016-11-14",2,1
"2:514",4,1157,52,413,401308,216,2,5,1,1,406,3,1985,31,1,1,5,3,2,2,2,NA,1,1,2,2,1,1,2,2,4,4,1,4,NA,4,4,1,8,2,2,NA,1,2,NA,2,2,0,1,5,1,3,3,4,4,2,2,6,4,3,3,1,7,6,4,4,7,6,3,3,7,4,5,5,5,4,3,5,5,4,4,2,2,3,3,2,3,2,2,2,3,3,4,2,2,3,1,1,2,3,3,4,3,4,4,6,3,1,8,5,5,6,5,5,6,7,2,1,0,0,0,NA,0,NA,NA,NA,0,2,NA,1,2,2,1,NA,1,2,2,4,1,4,NA,2,2,2,12,2,5,1,1,1,4,2,2,1,2,1,3,0,0,2,4,4,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,4,2,4,4,4,1,2017,"2016-10-31",3,1
"2:515",4,314,51,413,401307,212,2,5,1,1,406,3,1992,24,2,1,5,3,2,2,2,NA,2,1,1,1,1,1,1,4,2,2,2,4,4,4,3,1,4,2,2,NA,2,2,NA,1,1,1,0,5,3,2,2,4,1,5,7,2,3,6,7,7,7,6,5,5,7,7,2,5,7,7,4,3,5,6,2,7,5,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,1,1,1,4,3,5,3,6,5,7,3,2,10,5,2,4,7,3,7,9,1,1,0,0,0,NA,NA,NA,0,NA,0,1,3,2,2,2,0,4,1,1,1,4,3,2,3,1,2,2,9,2,3,1,1,5,NA,1,1,4,2,3,4,1,0,1,4,4,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,2,4,4,4,2,2017,"2016-10-28",1,1
"2:516",4,1459,31,405,400504,16,2,5,1,1,404,1,1980,36,2,2,4,2,2,2,2,NA,3,1,1,1,1,1,1,4,1,2,2,4,1,2,2,2,10,1,NA,1,2,2,NA,2,1,1,0,3,2,3,2,4,2,4,3,1,2,2,3,5,7,7,4,4,7,2,2,5,7,4,5,6,5,3,5,4,4,5,1,2,2,2,3,3,3,3,2,3,2,3,3,2,4,3,3,3,2,4,3,7,5,6,2,7,2,2,9,8,1,8,7,6,3,1,1,2,0,0,0,0,0,NA,NA,0,0,2,NA,2,2,2,1,2,1,1,1,2,2,4,NA,NA,2,2,6,1,2,1,1,1,4,1,1,4,2,3,6,4,6,4,5,4,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,9,2,6,4,4,2,2017,"2016-11-10",1,1
"2:517",4,905,25,404,400407,125,2,5,1,1,403,2,1979,37,2,2,1,3,2,1,2,NA,4,2,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,4,3,5,2,NA,NA,2,2,NA,2,2,0,0,1,4,3,2,3,4,2,3,1,2,1,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,NA,1,4,1,7,3,3,3,3,3,3,NA,NA,3,NA,NA,3,NA,3,3,3,2,3,5,5,1,6,1,1,7,3,1,5,1,10,6,4,6,1,10,1,1,0,0,0,NA,0,NA,0,0,1,2,NA,2,2,2,0,1,1,1,2,4,1,14,NA,NA,2,2,12,1,5,1,4,1,2,2,2,4,1,3,5,2,3,2,2,2,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,2,6,4,4,2,2017,"2016-10-30",2,1
