"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"1:1441",2,1138,22001,220,202001,149,2,5,2,1,205,NA,72,1,2,2,4,2,3,2,4,1,4,3,4,NA,2,5,2,NA,1,1,2,2,NA,NA,NA,NA,1,NA,NA,4,3,3,1,1,1,1,7,1,2,6,1,1,1,1,4,1,NA,4,1,NA,NA,3,NA,NA,NA,NA,NA,1,7,NA,1,6,3,NA,9,7,1,1,1,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,1,5,1,4,2,2,4,2,NA,NA,NA,5,2,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,5,2,7,NA,1,2010,NA,NA,NA
"1:1442",2,1384,21502,215,201502,177,2,5,2,1,205,NA,53,1,2,1,5,3,2,1,5,1,2,3,4,NA,1,10,2,NA,1,1,1,1,1,NA,NA,NA,3,NA,NA,1,4,2,7,2,1,7,7,2,5,3,1,1,3,6,4,2,NA,1,2,NA,NA,4,5,NA,NA,NA,NA,4,4,4,6,6,2,NA,9,8,3,5,3,1,1,1,1,1,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,2,1,4,1,2,3,3,NA,NA,NA,4,3,5,1,1,0,1,2,0,0,0,1,0,1,1,1,0,NA,6,1,3,NA,1,2010,NA,NA,NA
"1:1443",2,914,21206,212,201206,123,2,5,2,1,203,NA,57,1,2,4,1,3,2,1,3,1,3,1,3,NA,1,5,1,1,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,4,3,4,5,3,5,6,7,4,4,3,1,1,2,4,2,3,NA,3,2,5,NA,3,3,NA,NA,NA,NA,2,5,6,3,6,3,NA,2,6,6,4,4,4,4,1,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,5,1,4,2,2,3,2,NA,NA,NA,8,2,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,4,2,2,NA,1,2010,NA,NA,NA
"1:1444",2,98,9,201,200101,15,1,1,2,1,201,NA,29,1,2,2,5,2,2,2,2,1,2,4,4,NA,3,5,2,NA,1,1,2,1,1,NA,NA,NA,3,NA,NA,3,4,4,5,4,4,5,7,5,1,1,2,4,3,7,4,6,NA,3,5,7,NA,3,3,NA,NA,NA,NA,2,5,5,1,4,3,NA,10,5,8,8,7,7,8,1,1,1,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,1,1,1,2,2,2,4,2,NA,NA,NA,2,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1445",2,20,1,201,200101,3,1,1,2,1,201,NA,67,1,2,1,57,3,1,2,3,1,4,4,4,NA,1,5,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,4,3,4,7,4,3,7,7,6,6,6,4,2,3,6,5,5,NA,5,6,7,NA,4,4,NA,NA,NA,NA,7,7,3,2,5,3,NA,2,10,10,3,6,5,6,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,1,1,4,2,2,2,1,NA,NA,NA,4,2,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,6,1,5,NA,1,2010,NA,NA,NA
"1:1446",2,917,21206,212,201206,123,2,5,2,1,203,NA,25,2,2,4,31,2,2,2,NA,1,2,4,4,2,2,10,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,4,3,6,NA,1,3,NA,7,NA,NA,NA,1,1,4,1,4,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,5,NA,2,2,3,NA,NA,NA,NA,3,3,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,4,2,4,NA,2,2010,NA,NA,NA
"1:1447",2,1231,20601,206,200601,159,2,5,2,1,204,NA,29,2,2,1,23,1,3,1,4,1,4,3,4,4,1,5,2,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,NA,4,4,5,6,7,5,7,7,7,6,3,7,7,6,4,4,5,NA,6,7,6,NA,2,3,NA,NA,NA,NA,1,7,7,1,3,3,NA,10,10,3,3,3,1,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,1,1,5,NA,2,2,2,2,NA,NA,NA,0,2,4,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,6,1,5,NA,2,2010,NA,NA,NA
"1:1448",2,420,20505,205,200505,60,2,5,2,1,202,NA,20,2,2,1,1,3,1,1,2,1,4,2,3,4,1,5,2,NA,2,2,2,2,NA,NA,NA,NA,3,NA,NA,4,4,4,7,6,6,7,7,4,7,4,3,5,7,7,4,5,NA,6,3,6,NA,2,2,NA,NA,NA,NA,6,5,7,1,5,1,NA,1,1,1,8,5,5,1,1,2,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,1,5,NA,2,2,2,2,NA,NA,NA,0,2,5,1,1,0,1,0,0,1,0,0,1,0,0,1,0,NA,7,1,3,NA,2,2010,NA,NA,NA
"1:1449",2,1456,21804,218,201804,185,2,5,2,1,205,NA,34,2,2,1,1,1,2,2,4,1,2,2,4,4,2,5,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,3,5,6,5,6,7,7,4,3,5,1,2,6,7,6,7,NA,6,NA,NA,NA,3,3,NA,NA,NA,NA,2,3,5,2,5,3,NA,7,1,7,8,8,5,7,NA,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,2,5,NA,2,2,4,2,NA,NA,NA,1,2,5,1,1,0,0,0,0,0,0,1,1,0,0,1,0,NA,3,1,3,NA,2,2010,NA,NA,NA
"1:1450",2,753,20901,209,200901,102,1,2,2,1,203,NA,34,1,2,4,1,3,3,2,4,1,4,2,4,NA,3,4,2,NA,1,1,2,1,1,NA,NA,NA,4,NA,NA,4,4,2,6,3,2,6,7,6,6,2,2,2,2,2,5,5,NA,3,3,2,NA,3,4,NA,NA,NA,NA,2,7,7,2,6,4,NA,7,1,3,7,7,7,8,8,2,1,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,5,1,4,2,2,3,1,NA,NA,NA,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1451",2,185,20108,201,200108,27,1,2,2,1,201,NA,21,1,2,2,3,3,3,2,3,3,4,4,4,NA,2,NA,2,NA,2,2,2,1,1,NA,NA,NA,2,NA,NA,1,4,4,5,4,4,5,7,NA,6,2,3,3,4,6,5,6,NA,4,NA,6,NA,3,5,NA,NA,NA,NA,NA,6,6,2,1,NA,NA,8,1,8,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,3,1,3,NA,2,1,4,3,NA,NA,NA,0,2,4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1452",2,279,20110,201,200110,41,1,2,2,1,201,NA,38,1,2,2,1,2,2,2,2,4,4,4,4,NA,2,8,2,NA,1,1,2,2,NA,NA,NA,NA,1,NA,NA,3,3,3,3,4,4,3,2,5,5,3,2,2,3,3,3,4,NA,4,4,3,NA,4,4,NA,NA,NA,NA,4,4,5,4,3,2,NA,6,6,5,4,6,5,2,2,2,1,0,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,2,5,1,3,1,2,3,2,NA,NA,NA,0,3,2,4,1,0,1,0,0,0,1,1,1,0,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1453",2,200,20108,201,200108,28,1,2,2,1,201,NA,69,2,2,3,5,3,2,2,3,2,4,4,4,4,3,6,2,NA,1,1,1,2,NA,NA,NA,NA,3,NA,NA,3,3,4,2,1,1,1,3,1,2,2,3,1,1,3,2,3,NA,1,3,3,NA,4,4,NA,NA,NA,NA,4,3,3,3,4,3,NA,7,3,4,3,4,3,4,3,1,0,0,NA,1,NA,0,NA,0,0,NA,NA,NA,NA,1,NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,1,1,6,NA,1,2,3,3,NA,NA,NA,4,2,5,5,1,1,0,0,0,0,0,1,1,0,0,1,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1454",2,182,20108,201,200108,25,2,5,2,1,201,NA,42,2,2,1,13,1,2,2,2,1,2,4,4,4,2,7,2,NA,2,2,NA,1,12,NA,NA,NA,3,NA,NA,2,3,1,5,5,5,4,7,1,1,1,1,3,3,5,4,1,NA,1,1,4,NA,5,3,NA,NA,NA,NA,7,7,5,7,3,3,NA,6,1,8,5,2,7,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,5,1,4,2,2,2,3,NA,NA,NA,3,3,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,8,1,3,NA,2,2010,NA,NA,NA
"1:1455",2,358,20501,205,200501,53,2,5,2,1,202,NA,63,1,2,4,27,3,3,2,5,3,4,3,3,NA,3,5,2,NA,2,2,2,1,3,NA,NA,NA,2,NA,NA,1,3,3,5,3,4,7,7,5,2,3,2,2,3,2,5,2,NA,2,3,3,NA,2,4,NA,NA,NA,NA,1,7,7,1,3,2,NA,8,1,1,10,8,1,5,5,2,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,5,1,1,6,NA,2,2,4,3,NA,NA,NA,2,2,4,1,1,1,1,1,0,0,1,1,1,1,0,1,0,NA,6,1,3,NA,1,2010,NA,NA,NA
"1:1456",2,562,21003,210,201003,77,2,5,2,1,202,NA,56,1,2,2,5,2,2,2,3,1,4,4,4,NA,4,5,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,3,3,4,7,4,6,5,7,5,4,2,3,3,4,4,4,5,NA,4,5,4,NA,3,4,NA,NA,NA,NA,6,7,5,1,3,3,NA,8,4,2,8,6,3,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,1,5,1,1,2,2,2,2,NA,NA,NA,3,2,5,1,1,1,1,0,0,0,0,1,1,0,0,1,0,NA,5,1,6,NA,1,2010,NA,NA,NA
"1:1457",2,178,20108,201,200108,25,2,5,2,1,201,NA,58,1,2,2,13,3,3,2,2,1,1,4,4,NA,3,6,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,1,3,2,5,1,6,6,6,5,6,5,1,1,1,5,4,6,NA,1,5,5,NA,3,3,NA,NA,NA,NA,6,6,5,3,6,3,NA,8,6,7,10,6,7,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,2,1,1,4,2,1,3,3,NA,NA,NA,3,2,4,1,1,0,1,1,0,0,1,1,1,0,0,1,0,NA,3,1,4,NA,1,2010,NA,NA,NA
"1:1458",2,1417,20207,202,200207,181,2,5,2,1,205,NA,35,1,2,1,3,2,2,1,2,4,2,2,4,NA,1,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,4,2,4,4,5,3,5,7,6,7,5,1,1,6,4,7,7,NA,5,6,5,NA,2,2,NA,NA,NA,NA,1,6,6,1,3,3,NA,8,8,NA,10,8,5,8,1,2,0,0,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,1,NA,1,4,2,2,3,3,NA,NA,NA,4,2,5,1,0,0,1,0,0,0,1,0,1,0,0,1,0,NA,5,1,3,NA,1,2010,NA,NA,NA
"1:1459",2,458,20506,205,200506,64,1,3,2,1,202,NA,27,1,2,2,3,2,3,2,3,1,2,4,4,NA,2,7,2,NA,1,1,2,1,1,NA,NA,NA,3,NA,NA,2,3,1,7,2,4,7,7,6,7,2,2,6,3,4,5,4,NA,4,7,7,NA,3,3,NA,NA,NA,NA,1,7,7,1,7,1,NA,10,1,10,10,1,10,10,10,2,1,0,NA,0,0,NA,0,0,1,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,2,1,2,1,2,3,1,NA,NA,NA,2,2,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,NA,6,2,3,NA,1,2010,NA,NA,NA
"1:1460",2,114,10,201,200101,17,1,1,2,1,201,NA,27,1,2,2,5,3,2,2,2,2,4,4,4,NA,3,5,2,NA,2,2,2,2,NA,NA,NA,NA,3,NA,NA,3,3,3,5,5,3,5,7,5,3,2,1,4,5,6,5,5,NA,3,4,6,NA,3,3,NA,NA,NA,NA,1,7,7,3,5,2,NA,3,3,8,8,8,8,7,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,3,1,1,1,2,2,2,2,2,NA,NA,NA,2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1461",2,101,9,201,200101,15,1,1,2,1,201,NA,20,2,2,3,5,1,3,2,2,4,4,4,4,4,2,NA,2,NA,1,1,2,1,1,NA,NA,NA,2,NA,NA,2,4,2,2,2,1,1,1,1,2,3,2,2,2,3,1,1,NA,2,2,1,NA,3,3,NA,NA,NA,NA,3,3,2,NA,5,2,NA,7,6,4,4,4,5,10,10,1,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,1,5,1,2,1,2,2,1,NA,NA,NA,0,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1462",2,1022,20704,207,200704,135,2,5,2,1,203,NA,37,2,2,NA,1,3,3,2,2,3,2,4,4,3,1,1,1,1,2,2,2,2,NA,NA,NA,NA,2,NA,NA,3,3,2,3,2,1,4,7,6,1,1,1,2,1,1,1,4,NA,3,3,7,NA,3,3,NA,NA,NA,NA,7,7,7,1,6,2,NA,10,6,1,6,1,1,10,10,2,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,4,1,1,1,2,2,2,3,3,NA,NA,NA,2,3,4,1,1,0,1,0,0,1,0,1,1,1,0,1,0,NA,5,2,4,NA,2,2010,NA,NA,NA
"1:1463",2,108,1,201,200101,16,1,1,2,1,201,NA,58,1,2,2,5,2,2,2,3,2,3,4,4,NA,2,3,2,NA,1,1,1,2,NA,NA,NA,NA,2,NA,NA,3,3,2,2,2,2,2,2,3,2,3,1,2,2,4,2,2,NA,2,4,3,NA,3,3,NA,NA,NA,NA,4,4,4,3,3,2,NA,3,3,6,6,6,6,6,6,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,2,2,5,1,2,2,1,2,3,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,3,1,3,NA,1,2010,NA,NA,NA
"1:1464",2,215,20108,201,200108,30,1,2,2,1,201,NA,40,2,2,3,57,2,3,2,2,1,4,4,4,4,4,NA,2,NA,2,2,2,2,NA,NA,NA,NA,3,NA,NA,1,4,2,4,3,3,4,7,3,2,1,1,3,1,4,3,3,NA,3,1,NA,NA,3,3,NA,NA,NA,NA,2,6,5,1,1,3,NA,1,7,8,8,NA,NA,NA,1,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,1,5,1,2,2,2,4,3,NA,NA,NA,6,2,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1465",2,870,20301,203,200301,115,2,5,2,1,203,NA,44,2,2,1,3,2,NA,2,2,1,2,2,4,3,2,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,4,2,4,5,6,6,5,7,7,NA,NA,4,NA,NA,7,6,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,4,2,2,3,2,NA,NA,NA,5,2,5,5,0,0,0,0,0,0,0,1,1,0,0,1,0,NA,6,2,4,NA,2,2010,NA,NA,NA
"1:1466",2,118,10,201,200101,17,1,1,2,1,201,NA,27,2,2,1,5,3,3,2,3,4,4,4,4,4,2,5,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,4,1,3,3,3,2,1,7,1,1,1,1,2,2,3,1,1,NA,1,2,2,NA,3,3,NA,NA,NA,NA,3,4,4,1,6,3,NA,6,4,7,7,7,7,7,7,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,2,2,5,1,2,2,2,2,2,NA,NA,NA,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,1,3,NA,2,2010,NA,NA,NA
"1:1467",2,797,21410,214,201410,107,2,5,2,1,203,NA,26,2,2,2,57,3,3,2,2,1,3,3,4,3,2,NA,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,4,3,2,4,2,3,6,5,NA,4,NA,5,2,4,7,4,6,NA,4,NA,NA,NA,3,3,NA,NA,NA,NA,5,7,4,3,NA,3,NA,7,10,NA,9,NA,NA,8,4,2,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,1,7,1,4,2,2,3,2,NA,NA,NA,4,3,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1468",2,496,21213,212,201213,70,2,5,2,1,202,NA,46,1,2,1,3,1,3,1,2,1,2,2,4,NA,1,8,1,4,2,2,1,2,NA,NA,NA,NA,1,NA,NA,3,1,7,7,6,7,5,7,7,7,6,7,3,5,6,7,5,NA,7,5,NA,NA,3,3,NA,NA,NA,NA,6,5,5,5,6,3,NA,8,3,5,7,6,7,4,2,2,0,0,NA,NA,1,NA,0,0,1,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,8,1,4,NA,1,2010,NA,NA,NA
"1:1469",2,1377,21502,215,201502,176,2,5,2,1,205,NA,32,2,2,1,27,2,2,2,3,1,2,2,4,3,2,5,2,NA,2,NA,2,2,NA,NA,NA,NA,1,NA,NA,4,2,NA,3,3,5,4,7,NA,5,4,5,NA,6,5,6,5,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,2,5,3,1,NA,NA,NA,7,1,8,5,5,5,2,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,2,1,5,NA,2,2,3,2,NA,NA,NA,2,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,1,3,NA,2,2010,NA,NA,NA
"1:1470",2,16,7,201,200101,2,1,1,2,1,201,NA,73,2,2,2,5,3,3,2,3,2,2,3,4,3,2,7,2,NA,1,1,2,1,2,NA,NA,NA,2,NA,NA,4,4,4,3,2,3,3,2,3,3,3,2,1,1,2,2,3,NA,2,2,2,NA,3,3,NA,NA,NA,NA,4,3,5,2,4,2,NA,7,4,4,3,3,4,4,5,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,1,5,7,NA,1,2,3,3,NA,NA,NA,3,2,5,1,1,1,0,0,0,0,0,1,1,0,0,1,0,NA,5,1,3,NA,2,2010,NA,NA,NA
"1:1471",2,460,20506,205,200506,64,1,3,2,1,202,NA,76,1,2,2,27,2,2,1,2,2,2,2,4,NA,1,5,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,1,6,6,5,3,3,7,6,7,6,6,4,4,4,6,7,NA,4,4,4,NA,2,4,NA,NA,NA,NA,3,4,7,7,7,3,NA,9,4,5,5,5,4,9,4,1,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,1,1,1,2,2,1,1,NA,NA,NA,4,2,5,1,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,5,1,3,NA,1,2010,NA,NA,NA
"1:1472",2,735,20922,209,200922,99,2,5,2,1,203,NA,33,2,2,3,57,3,3,2,3,4,4,4,4,4,2,5,2,NA,1,1,1,1,6,NA,NA,NA,2,NA,NA,3,1,4,6,5,6,6,7,7,7,7,6,6,7,6,7,7,NA,6,6,7,NA,2,3,NA,NA,NA,NA,2,7,6,3,5,2,NA,8,2,NA,NA,NA,NA,2,2,2,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,4,1,4,2,2,2,3,NA,NA,NA,2,2,5,1,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,5,1,3,NA,2,2010,NA,NA,NA
"1:1473",2,84,6,201,200101,13,1,1,2,1,201,NA,62,1,2,2,5,3,3,2,2,1,4,3,4,NA,3,5,2,NA,2,2,2,1,1,NA,NA,NA,1,NA,NA,3,3,5,6,5,5,7,7,5,3,4,3,4,5,6,4,6,NA,4,5,6,NA,3,3,NA,NA,NA,NA,1,6,6,2,3,3,NA,9,2,8,8,8,NA,7,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,4,1,6,NA,2,2,2,2,NA,NA,NA,3,2,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1474",2,405,20505,205,200505,59,2,5,2,1,202,NA,43,1,2,1,2,1,1,2,2,4,4,4,4,NA,2,NA,2,NA,1,2,2,2,NA,NA,NA,NA,1,NA,NA,4,2,5,5,6,3,3,7,6,7,6,6,6,6,6,6,6,NA,6,6,6,NA,2,2,NA,NA,NA,NA,7,7,6,3,6,2,NA,NA,4,3,4,3,5,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,1,1,3,NA,2,NA,4,3,NA,NA,NA,4,NA,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,5,1,7,NA,1,2010,NA,NA,NA
"1:1475",2,1127,22001,220,202001,148,2,5,2,1,205,NA,23,2,2,2,5,2,2,2,2,3,4,4,4,4,3,9,2,NA,2,1,2,2,NA,NA,NA,NA,2,NA,NA,4,4,7,5,5,5,6,7,5,2,3,2,3,2,4,5,5,NA,4,3,NA,NA,3,2,NA,NA,NA,NA,6,5,5,2,3,3,NA,9,4,7,5,7,5,4,4,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,2,NA,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,5,3,NA,1,2,2,2,2,2,NA,NA,NA,1,2,4,1,1,1,1,0,0,0,1,1,1,0,0,1,0,NA,5,1,5,NA,2,2010,NA,NA,NA
"1:1476",2,1046,20701,207,200701,138,1,2,2,1,203,NA,20,1,2,3,5,3,3,2,3,4,4,4,4,NA,4,3,2,NA,2,1,2,2,NA,NA,NA,NA,1,NA,NA,3,1,3,5,2,2,1,2,2,2,2,1,3,2,2,1,3,NA,3,1,4,NA,3,3,NA,NA,NA,NA,7,7,3,2,1,3,NA,4,1,NA,8,2,8,1,1,1,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,4,11,1,2,2,2,NA,NA,NA,NA,NA,0,3,5,1,1,0,1,0,0,0,0,1,1,1,0,1,1,NA,4,1,3,NA,1,2010,NA,NA,NA
